"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
126,"1","2025-01-25T13:43:26.747670Z",233,"[{""start"":42,""end"":53,""text"":""Man UtdAway"",""labels"":[""TEAM""]},{""start"":91,""end"":98,""text"":""Man Utd"",""labels"":[""TEAM""]},{""start"":0,""end"":4,""text"":""Away"",""labels"":[""TEAM""]}]",63.589,"Away fans in home end cannot be stopped - Man UtdAway fans in home end cannot be stopped - Man Utd","2025-01-25T13:43:26.747670Z"
127,"1","2025-01-25T13:43:36.807178Z",234,"[{""start"":29,""end"":43,""text"":""Julian Alvarez"",""labels"":[""PLAYR""]},{""start"":67,""end"":82,""text"":""Atletico Madrid"",""labels"":[""TEAM""]},{""start"":0,""end"":4,""text"":""City"",""labels"":[""TEAM""]}]",9.526,"City never properly replaced Julian Alvarez after his departure to Atletico Madrid in the summer.","2025-01-25T13:43:36.807178Z"
128,"1","2025-01-25T13:43:44.935831Z",235,"[{""start"":0,""end"":8,""text"":""Khusanov"",""labels"":[""PLAYR""]}]",7.656,"Khusanov has more experience and understands European and international football. However, he is viewed more as a central defender.","2025-01-25T13:43:44.935831Z"
129,"1","2025-01-25T13:44:07.113061Z",236,"[{""start"":4,""end"":8,""text"":""City"",""labels"":[""TEAM""]}]",21.752,"But City insisted he moved immediately - and they say he will join Guardiola's squad this season.","2025-01-25T13:44:07.113061Z"
130,"1","2025-01-25T13:44:43.139264Z",237,"[{""start"":0,""end"":15,""text"":""Manchester City"",""labels"":[""TEAM""]},{""start"":71,""end"":79,""text"":""Cambiaso"",""labels"":[""PLAYR""]},{""start"":42,""end"":50,""text"":""Juventus"",""labels"":[""TEAM""]},{""start"":55,""end"":60,""text"":""Italy"",""labels"":[""TEAM""]}]",35.548,"Manchester City are interested in signing Juventus and Italy left-back Cambiaso, 24.","2025-01-25T13:44:43.139264Z"
131,"1","2025-01-25T13:44:53.491453Z",238,"[{""start"":66,""end"":80,""text"":""Benjamin Mendy"",""labels"":[""PLAYR""]},{""start"":0,""end"":4,""text"":""City"",""labels"":[""TEAM""]}]",9.855,"City have not had a player whose main position is left-back since Benjamin Mendy, whose last game for the club was in August 2021.","2025-01-25T13:44:53.491453Z"
132,"1","2025-01-25T13:45:03.223348Z",239,"[{""start"":38,""end"":42,""text"":""City"",""labels"":[""TEAM""]},{""start"":71,""end"":82,""text"":""Kyle Walker"",""labels"":[""PLAYR""]},{""start"":95,""end"":103,""text"":""AC Milan"",""labels"":[""TEAM""]}]",9.277,"He can also play at right-back, where City have a lack of options with Kyle Walker set to join AC Milan on loan.","2025-01-25T13:45:03.223348Z"
133,"1","2025-01-25T13:45:23.093348Z",240,"[{""start"":0,""end"":13,""text"":""Matheus Nunes"",""labels"":[""PLAYR""]},{""start"":85,""end"":101,""text"":""Paris St-Germain"",""labels"":[""TEAM""]}]",19.434,"Matheus Nunes, a midfielder, has played at right-back recently and struggled against Paris St-Germain in Wednesday's 4-2 defeat.","2025-01-25T13:45:23.093348Z"
134,"1","2025-01-25T13:45:33.507566Z",241,"[{""start"":18,""end"":29,""text"":""John Stones"",""labels"":[""PLAYR""]}]",9.967,"""The suspicion is John Stones would be Guardiola's first choice at right-back,"" said BBC reporter Stone.","2025-01-25T13:45:33.507566Z"
135,"1","2025-01-25T13:46:18.335524Z",242,"[{""start"":5,""end"":11,""text"":""Stones"",""labels"":[""PLAYR""]},{""start"":70,""end"":73,""text"":""PSG"",""labels"":[""TEAM""]},{""start"":104,""end"":114,""text"":""Ruben Dias"",""labels"":[""PLAYR""]}]",43.614,"""But Stones is not fully fit. He featured for only 15 minutes against PSG, even though central defender Ruben Dias went off at half-time.","2025-01-25T13:46:18.335524Z"
136,"1","2025-01-25T13:46:25.434465Z",243,"[{""start"":63,""end"":73,""text"":""Rico Lewis"",""labels"":[""PLAYR""]},{""start"":78,""end"":83,""text"":""Nunes"",""labels"":[""PLAYR""]}]",6.708,"""Until Guardiola has his defenders fully fit, it seems certain Rico Lewis and Nunes will be asked to play there until a more permanent solution is available.""","2025-01-25T13:46:25.434465Z"
137,"1","2025-01-25T13:46:37.918337Z",244,"[{""start"":53,""end"":71,""text"":""Sierra Leonean Bah"",""labels"":[""PLAYR""]},{""start"":15,""end"":19,""text"":""City"",""labels"":[""TEAM""]}]",12.039,"Another player City are interested in is 18-year-old Sierra Leonean Bah.","2025-01-25T13:46:37.918337Z"
138,"1","2025-01-25T13:47:04.265524Z",245,"[{""start"":0,""end"":15,""text"":""Real Valladolid"",""labels"":[""TEAM""]},{""start"":29,""end"":44,""text"":""Manchester City"",""labels"":[""TEAM""]}]",25.904,"Real Valladolid have accused Manchester City of encouraging him to break his contract to force through a move.","2025-01-25T13:47:04.265524Z"
139,"1","2025-01-25T13:47:36.139266Z",246,"[{""start"":10,""end"":20,""text"":""Valladolid"",""labels"":[""TEAM""]},{""start"":48,""end"":60,""text"":""AIK Freetong"",""labels"":[""TEAM""]}]",31.457,"He joined Valladolid on a season-long loan from AIK Freetong in Sierra Leone last summer and the club exercised a clause to turn it into a permanent deal this month.","2025-01-25T13:47:36.139266Z"
140,"1","2025-01-25T13:47:43.841441Z",247,"[{""start"":4,""end"":7,""text"":""Bah"",""labels"":[""PLAYR""]}]",7.235,"But Bah is still under a youth contract and has so far refused to sign a senior deal that would significantly increase his release clause.","2025-01-25T13:47:43.841441Z"
141,"1","2025-01-25T13:47:48.926839Z",248,"[{""start"":0,""end"":8,""text"":""Aberdeen"",""labels"":[""TEAM""]},{""start"":11,""end"":20,""text"":""St Mirren"",""labels"":[""TEAM""]}]",4.502,"Aberdeen v St Mirren","2025-01-25T13:47:48.926839Z"
142,"1","2025-01-25T13:47:56.185378Z",249,"[{""start"":11,""end"":25,""text"":""Lewis Jamieson"",""labels"":[""PLAYR""]},{""start"":52,""end"":71,""text"":""Sacramento Republic"",""labels"":[""TEAM""]}]",6.834,"Meanwhile, Lewis Jamieson has left the club to join Sacramento Republic.","2025-01-25T13:47:56.185378Z"
143,"1","2025-01-25T13:48:28.275712Z",250,"[{""start"":41,""end"":48,""text"":""Toffees"",""labels"":[""TEAM""]},{""start"":75,""end"":90,""text"":""West Ham United"",""labels"":[""TEAM""]},{""start"":132,""end"":149,""text"":""Manchester United"",""labels"":[""TEAM""]},{""start"":154,""end"":164,""text"":""Sunderland"",""labels"":[""TEAM""]}]",31.686,"The Scotsman is into his second spell as Toffees boss and has also managed West Ham United twice, as well as having short spells at Manchester United and Sunderland.","2025-01-25T13:48:28.275712Z"
144,"1","2025-01-25T13:49:03.012120Z",251,"[{""start"":110,""end"":119,""text"":""Tottenham"",""labels"":[""TEAM""]}]",34.086,"Moyes picked up the first win of his second spell at Goodison Park in Sunday's impressive 3-2 victory against Tottenham that moved his side four points clear of the relegation zone.","2025-01-25T13:49:03.012120Z"
145,"1","2025-01-25T13:49:08.394563Z",252,"[{""start"":0,""end"":11,""text"":""Joey Barton"",""labels"":[""PLAYR""]}]",4.922,"Joey Barton kicked wife in head, court hears","2025-01-25T13:49:08.394563Z"
146,"1","2025-01-25T13:49:15.676099Z",253,"[{""start"":18,""end"":29,""text"":""Joey Barton"",""labels"":[""PLAYR""]}]",6.855,"Former footballer Joey Barton pushed his wife to the floor before kicking her in the head during a drunken row at their family home, a court has heard.","2025-01-25T13:49:15.676099Z"
147,"1","2025-01-25T13:49:23.111339Z",254,"[{""start"":0,""end"":15,""text"":""Plymouth Argyle"",""labels"":[""TEAM""]},{""start"":24,""end"":40,""text"":""Morgan Whittaker"",""labels"":[""PLAYR""]},{""start"":93,""end"":106,""text"":""Middlesbrough"",""labels"":[""TEAM""]}]",7.004,"Plymouth Argyle forward Morgan Whittaker has completed a £6m transfer to Championship rivals Middlesbrough.","2025-01-25T13:49:23.111339Z"
148,"1","2025-01-25T13:50:02.587163Z",255,"[{""start"":11,""end"":16,""text"":""Kyogo"",""labels"":[""PLAYR""]},{""start"":34,""end"":40,""text"":""Celtic"",""labels"":[""TEAM""]}]",39.014,"How big is Kyogo loss? And how do Celtic replace him?","2025-01-25T13:50:02.587163Z"
149,"1","2025-01-25T13:51:04.873360Z",256,"[{""start"":4,""end"":9,""text"":""Kyogo"",""labels"":[""PLAYR""]}]",61.82,"But Kyogo, with his goals, game intelligence and infectious personality had carved out a special place in the hearts of the Parkhead faithful","2025-01-25T13:51:04.873360Z"
150,"1","2025-01-25T13:52:04.838648Z",257,"[{""start"":67,""end"":78,""text"":""Vissel Kobe"",""labels"":[""TEAM""]},{""start"":111,""end"":116,""text"":""Kyogo"",""labels"":[""PLAYR""]},{""start"":155,""end"":174,""text"":""Heart of Midlothian"",""labels"":[""TEAM""]},{""start"":177,""end"":195,""text"":""Lawrence Shankland"",""labels"":[""PLAYR""]}]",59.468,"Since he was signed by Ange Postecoglou in 2021 from J-League club Vissel Kobe, no player has scored more than Kyogo's 63 Scottish Premiership goals, with Heart of Midlothian's Lawrence Shankland next on the list on 51.","2025-01-25T13:52:04.838648Z"
151,"1","2025-01-25T13:52:39.463777Z",258,"[{""start"":0,""end"":5,""text"":""Stoke"",""labels"":[""TEAM""]},{""start"":11,""end"":18,""text"":""Ipswich"",""labels"":[""TEAM""]},{""start"":27,""end"":36,""text"":""Al-Hamadi"",""labels"":[""PLAYR""]}]",34.034,"Stoke sign Ipswich forward Al-Hamadi on loan","2025-01-25T13:52:39.463777Z"
152,"1","2025-01-25T13:52:44.722366Z",259,"[{""start"":0,""end"":10,""text"":""Stoke City"",""labels"":[""TEAM""]},{""start"":23,""end"":30,""text"":""Ipswich"",""labels"":[""TEAM""]},{""start"":39,""end"":52,""text"":""Ali Al-Hamadi"",""labels"":[""PLAYR""]}]",4.836,"Stoke City have signed Ipswich forward Ali Al-Hamadi on loan for the rest of the season.","2025-01-25T13:52:44.722366Z"
153,"1","2025-01-25T13:53:12.577064Z",260,"[{""start"":0,""end"":7,""text"":""MK Dons"",""labels"":[""TEAM""]},{""start"":32,""end"":40,""text"":""Thompson"",""labels"":[""PLAYR""]},{""start"":13,""end"":22,""text"":""Stevenage"",""labels"":[""TEAM""]}]",27.411,"MK Dons sign Stevenage defender Thompson","2025-01-25T13:53:12.577064Z"
154,"1","2025-01-25T13:53:23.892318Z",261,"[{""start"":16,""end"":23,""text"":""MK Dons"",""labels"":[""TEAM""]},{""start"":57,""end"":72,""text"":""Nathan Thompson"",""labels"":[""PLAYR""]},{""start"":89,""end"":98,""text"":""Stevenage"",""labels"":[""TEAM""]}]",10.851,"League Two club MK Dons have signed experienced defender Nathan Thompson from third-tier Stevenage.","2025-01-25T13:53:23.892318Z"
155,"1","2025-01-25T13:53:39.518139Z",262,"[{""start"":33,""end"":39,""text"":""Matazo"",""labels"":[""PLAYR""]},{""start"":0,""end"":9,""text"":""Hull City"",""labels"":[""TEAM""]},{""start"":15,""end"":21,""text"":""Monaco"",""labels"":[""TEAM""]}]",15.146,"Hull City sign Monaco midfielder Matazo","2025-01-25T13:53:39.518139Z"
156,"1","2025-01-25T13:53:50.620580Z",263,"[{""start"":0,""end"":9,""text"":""Hull City"",""labels"":[""TEAM""]},{""start"":22,""end"":28,""text"":""Monaco"",""labels"":[""TEAM""]},{""start"":40,""end"":52,""text"":""Eliot Matazo"",""labels"":[""PLAYR""]}]",10.644,"Hull City have signed Monaco midfielder Eliot Matazo for an undisclosed fee on a three-and-a-half-year deal.","2025-01-25T13:53:50.620580Z"
157,"1","2025-01-25T13:54:01.191141Z",264,"[{""start"":70,""end"":76,""text"":""Monaco"",""labels"":[""TEAM""]}]",10.125,"The 22-year-old made 60 appearances in the top division in France for Monaco.","2025-01-25T13:54:01.191141Z"
158,"1","2025-01-25T13:55:11.939947Z",265,"[{""start"":0,""end"":7,""text"":""Burnley"",""labels"":[""TEAM""]},{""start"":23,""end"":32,""text"":""Costelloe"",""labels"":[""PLAYR""]},{""start"":38,""end"":45,""text"":""Stanley"",""labels"":[""TEAM""]}]",70.277,"Burnley recall striker Costelloe from Stanley loan","2025-01-25T13:55:11.939947Z"
159,"1","2025-01-25T13:55:25.015423Z",266,"[{""start"":4,""end"":10,""text"":""Tigers"",""labels"":[""TEAM""]},{""start"":21,""end"":37,""text"":""Sheffield United"",""labels"":[""TEAM""]}]",12.614,"The Tigers, who face Sheffield United on Friday, are 22nd in the Championship.","2025-01-25T13:55:25.015423Z"
160,"1","2025-01-25T13:55:33.826210Z",267,"[{""start"":0,""end"":7,""text"":""Burnley"",""labels"":[""TEAM""]},{""start"":30,""end"":44,""text"":""Dara Costelloe"",""labels"":[""PLAYR""]},{""start"":92,""end"":110,""text"":""Accrington Stanley"",""labels"":[""TEAM""]}]",8.342,"Burnley have recalled striker Dara Costelloe from his season-long loan with League Two side Accrington Stanley.","2025-01-25T13:55:33.826210Z"
161,"1","2025-01-25T13:55:42.092623Z",268,"[{""start"":23,""end"":30,""text"":""Stanley"",""labels"":[""TEAM""]}]",7.797,"The 22-year-old joined Stanley in August and has gone on to make 21 appearances for the club.","2025-01-25T13:55:42.092623Z"
162,"1","2025-01-25T13:55:50.748679Z",269,"[{""start"":94,""end"":103,""text"":""Wimbledon"",""labels"":[""TEAM""]}]",8.176,"During that time he has scored five goals, including most recently during their 2-2 draw with Wimbledon in November.","2025-01-25T13:55:50.748679Z"
163,"1","2025-01-25T13:56:31.779373Z",270,"[{""start"":10,""end"":19,""text"":""Tafazolli"",""labels"":[""PLAYR""]},{""start"":0,""end"":7,""text"":""Wycombe"",""labels"":[""TEAM""]}]",40.587,"Wycombe's Tafazolli makes Hong Kong loan move","2025-01-25T13:56:31.779373Z"
164,"1","2025-01-25T13:56:40.296805Z",271,"[{""start"":27,""end"":36,""text"":""Chairboys"",""labels"":[""TEAM""]},{""start"":42,""end"":51,""text"":""Hull City"",""labels"":[""TEAM""]}]",8.046,"The 33-year-old joined the Chairboys from Hull City in the summer of 2020 and has made 128 appearances and scored 10 goals.","2025-01-25T13:56:40.296805Z"
165,"1","2025-01-25T13:56:45.770536Z",272,"[{""start"":0,""end"":7,""text"":""Lee Man"",""labels"":[""PLAYR""]}]",5.015,"Lee Man are the reigning Hong Kong Premier League champions and currently third in the table.","2025-01-25T13:56:45.771536Z"
166,"1","2025-01-25T13:56:59.826980Z",273,"[{""start"":0,""end"":7,""text"":""Chelsea"",""labels"":[""TEAM""]},{""start"":16,""end"":22,""text"":""Morgan"",""labels"":[""PLAYR""]},{""start"":29,""end"":39,""text"":""Gillingham"",""labels"":[""TEAM""]}]",13.606,"Chelsea forward Morgan makes Gillingham loan move","2025-01-25T13:56:59.826980Z"
167,"1","2025-01-25T13:57:22.775010Z",274,"[{""start"":0,""end"":10,""text"":""Gillingham"",""labels"":[""TEAM""]},{""start"":69,""end"":85,""text"":""Jimmy-Jay Morgan"",""labels"":[""PLAYR""]},{""start"":23,""end"":30,""text"":""Chelsea"",""labels"":[""TEAM""]}]",22.502,"Gillingham have signed Chelsea's England youth international striker Jimmy-Jay Morgan on loan until the end of the season.","2025-01-25T13:57:22.775010Z"
168,"1","2025-01-25T13:58:15.669454Z",275,"[{""start"":30,""end"":37,""text"":""Chelsea"",""labels"":[""TEAM""]},{""start"":53,""end"":64,""text"":""Southampton"",""labels"":[""TEAM""]}]",52.413,"The 19-year-old, who moved to Chelsea's academy from Southampton in February 2023 for an undisclosed fee, has yet to feature for the Premier League side's first team.","2025-01-25T13:58:15.669454Z"
169,"1","2025-01-25T13:58:48.246097Z",276,"[{""start"":0,""end"":9,""text"":""Brentford"",""labels"":[""TEAM""]},{""start"":35,""end"":41,""text"":""Kayode"",""labels"":[""PLAYR""]},{""start"":15,""end"":25,""text"":""Fiorentina"",""labels"":[""TEAM""]}]",32.091,"Brentford sign Fiorentina defender Kayode on loan","2025-01-25T13:58:48.246097Z"
170,"1","2025-01-25T13:59:16.911141Z",277,"[{""start"":58,""end"":68,""text"":""Fiorentina"",""labels"":[""TEAM""]}]",28.081,"The Italy Under-21 right-back has made 12 appearances for Fiorentina this season, having broken into their side in 2023-24.","2025-01-25T13:59:16.911141Z"
171,"1","2025-01-25T13:59:51.444479Z",278,"[{""start"":1,""end"":8,""text"":""Michael"",""labels"":[""PLAYR""]},{""start"":45,""end"":54,""text"":""Brentford"",""labels"":[""TEAM""]},{""start"":118,""end"":127,""text"":""Brentford"",""labels"":[""TEAM""]}]",34.102,"""Michael is a player that we think will suit Brentford and the physical nature of the Premier League very well,"" said Brentford director of football Phil Giles.","2025-01-25T13:59:51.444479Z"
172,"1","2025-01-25T14:00:32.612119Z",279,"[{""start"":0,""end"":6,""text"":""Celtic"",""labels"":[""TEAM""]},{""start"":31,""end"":35,""text"":""Jota"",""labels"":[""PLAYR""]},{""start"":48,""end"":54,""text"":""Rennes"",""labels"":[""TEAM""]},{""start"":16,""end"":21,""text"":""Kyogo"",""labels"":[""PLAYR""]}]",40.722,"Celtic close to Kyogo sale and Jota return from Rennes","2025-01-25T14:00:32.612119Z"
173,"1","2025-01-25T14:01:20.114446Z",280,"[{""start"":0,""end"":6,""text"":""Celtic"",""labels"":[""TEAM""]},{""start"":51,""end"":66,""text"":""Kyogo Furuhashi"",""labels"":[""PLAYR""]},{""start"":70,""end"":76,""text"":""Rennes"",""labels"":[""TEAM""]},{""start"":95,""end"":99,""text"":""Jota"",""labels"":[""PLAYR""]}]",47.037,"Celtic manager Brendan Rodgers expects the sale of Kyogo Furuhashi to Rennes and the return of Jota from the French club to be completed within the next 24 hours.","2025-01-25T14:01:20.114446Z"
174,"1","2025-01-25T14:01:48.355886Z",281,"[{""start"":0,""end"":5,""text"":""Kyogo"",""labels"":[""PLAYR""]},{""start"":46,""end"":52,""text"":""Celtic"",""labels"":[""TEAM""]}]",27.752,"Kyogo left Glasgow within 24 hours of helping Celtic into the knockout stages of the Champions League.","2025-01-25T14:01:48.355886Z"
175,"1","2025-01-25T14:01:55.575486Z",282,"[{""start"":0,""end"":9,""text"":""Hull City"",""labels"":[""TEAM""]},{""start"":17,""end"":24,""text"":""Longman"",""labels"":[""PLAYR""]},{""start"":31,""end"":38,""text"":""Wrexham"",""labels"":[""TEAM""]}]",6.748,"Hull City winger Longman joins Wrexham","2025-01-25T14:01:55.575486Z"
176,"1","2025-01-25T14:02:01.651267Z",283,"[{""start"":0,""end"":7,""text"":""Wrexham"",""labels"":[""TEAM""]},{""start"":20,""end"":29,""text"":""Hull City"",""labels"":[""TEAM""]},{""start"":37,""end"":49,""text"":""Ryan Longman"",""labels"":[""PLAYR""]}]",5.575,"Wrexham have signed Hull City winger Ryan Longman for an undisclosed fee.","2025-01-25T14:02:01.651267Z"
177,"1","2025-01-25T14:02:20.078278Z",284,"[{""start"":0,""end"":7,""text"":""Longman"",""labels"":[""TEAM""]}]",17.967,"Longman has signed a deal until the end of the 2026-27 season with the option of an additional year.","2025-01-25T14:02:20.078278Z"
178,"1","2025-01-25T14:02:29.674049Z",285,"[{""start"":44,""end"":59,""text"":""Birmingham City"",""labels"":[""TEAM""]}]",9.065,"He watched his new club draw 1-1 at home to Birmingham City on Thursday evening.","2025-01-25T14:02:29.674049Z"
179,"1","2025-01-25T14:02:39.682710Z",286,"[{""start"":0,""end"":16,""text"":""Sheffield United"",""labels"":[""TEAM""]},{""start"":22,""end"":28,""text"":""Cannon"",""labels"":[""PLAYR""]},{""start"":34,""end"":43,""text"":""Leicester"",""labels"":[""TEAM""]}]",9.575,"Sheffield United sign Cannon from Leicester","2025-01-25T14:02:39.682710Z"
180,"1","2025-01-25T14:03:03.496418Z",287,"[{""start"":9,""end"":14,""text"":""Giles"",""labels"":[""PLAYR""]},{""start"":26,""end"":30,""text"":""Boro"",""labels"":[""TEAM""]},{""start"":44,""end"":48,""text"":""Hull"",""labels"":[""TEAM""]}]",23.347,"Defender Giles returns to Boro on loan from Hull","2025-01-25T14:03:03.496418Z"
181,"1","2025-01-25T14:04:07.363028Z",288,"[{""start"":38,""end"":51,""text"":""Middlesbrough"",""labels"":[""TEAM""]},{""start"":15,""end"":24,""text"":""Stockport"",""labels"":[""TEAM""]},{""start"":0,""end"":8,""text"":""Hamilton"",""labels"":[""PLAYR""]}]",63.372,"Hamilton joins Stockport on loan from Middlesbrough","2025-01-25T14:04:07.363028Z"
182,"1","2025-01-25T14:04:18.176812Z",289,"[{""start"":0,""end"":16,""text"":""Stockport County"",""labels"":[""TEAM""]},{""start"":50,""end"":64,""text"":""Micah Hamilton"",""labels"":[""PLAYR""]},{""start"":78,""end"":91,""text"":""Middlesbrough"",""labels"":[""TEAM""]}]",10.329,"Stockport County have signed attacking midfielder Micah Hamilton on loan from Middlesbrough until the end of the season.","2025-01-25T14:04:18.176812Z"
183,"1","2025-01-25T14:04:31.110195Z",290,"[{""start"":0,""end"":8,""text"":""Hamilton"",""labels"":[""PLAYR""]},{""start"":48,""end"":63,""text"":""Manchester City"",""labels"":[""TEAM""]}]",12.474,"Hamilton has played 16 times since joining from Manchester City last summer, but he has only started twice in the Championship.","2025-01-25T14:04:31.110195Z"
184,"1","2025-01-25T14:04:46.707534Z",291,"[{""start"":0,""end"":17,""text"":""Nottingham Forest"",""labels"":[""TEAM""]},{""start"":27,""end"":45,""text"":""Andrew Omobamidele"",""labels"":[""PLAYR""]},{""start"":61,""end"":71,""text"":""Strasbourg"",""labels"":[""TEAM""]}]",15.028,"Nottingham Forest defender Andrew Omobamidele is due to join Strasbourg on loan.","2025-01-25T14:04:46.707534Z"
